track_sample_id,label,source_path,condition,bitrate,compressed_path,ok,status,size_bytes
sample_01731,FAKE,data/raw/Echoes/Echoes/TTA/producer/Attention_Pete_Prodoehl_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01731.mp3,True,encoded,1664984
sample_01739,FAKE,data/raw/Echoes/Echoes/TTA/producer/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01739.mp3,True,encoded,3769617
sample_01739,FAKE,data/raw/Echoes/Echoes/TTA/producer/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01739.mp3,True,encoded,1884830
sample_01743,FAKE,data/raw/Echoes/Echoes/TTA/producer/I_Inflammator_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01743.mp3,True,encoded,3638796
sample_01743,FAKE,data/raw/Echoes/Echoes/TTA/producer/I_Inflammator_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01743.mp3,True,encoded,1819420
sample_01746,FAKE,data/raw/Echoes/Echoes/TTA/producer/LIQUID_SKULLS_voyageurs_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01746.mp3,True,encoded,3496272
sample_01746,FAKE,data/raw/Echoes/Echoes/TTA/producer/LIQUID_SKULLS_voyageurs_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01746.mp3,True,encoded,1748158
sample_01748,FAKE,data/raw/Echoes/Echoes/TTA/producer/Love_Dream_The_Zombie_Dandies_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01748.mp3,True,encoded,2224422
sample_01748,FAKE,data/raw/Echoes/Echoes/TTA/producer/Love_Dream_The_Zombie_Dandies_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01748.mp3,True,encoded,1112233
sample_01761,FAKE,data/raw/Echoes/Echoes/TTA/producer/Sfogare_Il_Dissenso_Deiezione_HC_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01761.mp3,True,encoded,3008932
sample_01761,FAKE,data/raw/Echoes/Echoes/TTA/producer/Sfogare_Il_Dissenso_Deiezione_HC_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01761.mp3,True,encoded,1504488
sample_01765,FAKE,data/raw/Echoes/Echoes/TTA/producer/Stuttgart_Portrayal_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01765.mp3,True,encoded,3139753
sample_01765,FAKE,data/raw/Echoes/Echoes/TTA/producer/Stuttgart_Portrayal_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01765.mp3,True,encoded,1569898
sample_01766,FAKE,data/raw/Echoes/Echoes/TTA/producer/Terve_Teille_Чокнутый_Пропеллер_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01766.mp3,True,encoded,2402473
sample_01766,FAKE,data/raw/Echoes/Echoes/TTA/producer/Terve_Teille_Чокнутый_Пропеллер_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01766.mp3,True,encoded,1201258
sample_01773,FAKE,data/raw/Echoes/Echoes/TTA/producer/Where_Is_Everything_The_Moi_Non_Plus_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01773.mp3,True,encoded,678809
sample_01773,FAKE,data/raw/Echoes/Echoes/TTA/producer/Where_Is_Everything_The_Moi_Non_Plus_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01773.mp3,True,encoded,339426
sample_01774,FAKE,data/raw/Echoes/Echoes/TTA/producer/Who_Loves_You_Dear_Mink_Lungs_producer_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01774.mp3,True,encoded,3056579
sample_01774,FAKE,data/raw/Echoes/Echoes/TTA/producer/Who_Loves_You_Dear_Mink_Lungs_producer_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01774.mp3,True,encoded,1528311
sample_01780,FAKE,data/raw/Echoes/Echoes/TTA/songgen/2Much_Andy_Spinelli_Alex_Sánchez_House_Edit_Tentacles_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01780.mp3,True,encoded,452781
sample_01780,FAKE,data/raw/Echoes/Echoes/TTA/songgen/2Much_Andy_Spinelli_Alex_Sánchez_House_Edit_Tentacles_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01780.mp3,True,encoded,226413
sample_01781,FAKE,data/raw/Echoes/Echoes/TTA/songgen/3_am_West_End_statusq_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01781.mp3,True,encoded,431469
sample_01781,FAKE,data/raw/Echoes/Echoes/TTA/songgen/3_am_West_End_statusq_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01781.mp3,True,encoded,215757
sample_01793,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Bizzy_The_Tleilaxu_Music_Machine_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01793.mp3,True,encoded,479277
sample_01793,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Bizzy_The_Tleilaxu_Music_Machine_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01793.mp3,True,encoded,239661
sample_01799,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Dance_Harder_Three_Chain_Links_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01799.mp3,True,encoded,479277
sample_01799,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Dance_Harder_Three_Chain_Links_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01799.mp3,True,encoded,239661
sample_01808,FAKE,data/raw/Echoes/Echoes/TTA/songgen/End_titles_Itsensäsyöjät_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01808.mp3,True,encoded,479277
sample_01808,FAKE,data/raw/Echoes/Echoes/TTA/songgen/End_titles_Itsensäsyöjät_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01808.mp3,True,encoded,239661
sample_01815,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Fuckaboing_RoccoW_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01815.mp3,True,encoded,385965
sample_01815,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Fuckaboing_RoccoW_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01815.mp3,True,encoded,193005
sample_01829,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Lets_Start_Out_Slow_RoccoW_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01829.mp3,True,encoded,414765
sample_01829,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Lets_Start_Out_Slow_RoccoW_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01829.mp3,True,encoded,207405
sample_01830,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Let_Youre_Body_Move_D_SMILEZ_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01830.mp3,True,encoded,479277
sample_01830,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Let_Youre_Body_Move_D_SMILEZ_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01830.mp3,True,encoded,239661
sample_01839,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Night_Owl_Broke_For_Free_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01839.mp3,True,encoded,479277
sample_01839,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Night_Owl_Broke_For_Free_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01839.mp3,True,encoded,239661
sample_01850,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Pista_Afuera_Epstein_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01850.mp3,True,encoded,468909
sample_01850,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Pista_Afuera_Epstein_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01850.mp3,True,encoded,234477
sample_01853,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Realize_Me_Jim_Rooster_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01853.mp3,True,encoded,479277
sample_01853,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Realize_Me_Jim_Rooster_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01853.mp3,True,encoded,239661
sample_01854,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Resistentialism_Nihilore_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01854.mp3,True,encoded,479277
sample_01854,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Resistentialism_Nihilore_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01854.mp3,True,encoded,239661
sample_01861,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Set_Fire_to_Creation_Nihilore_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01861.mp3,True,encoded,479277
sample_01861,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Set_Fire_to_Creation_Nihilore_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01861.mp3,True,encoded,239661
sample_01868,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Support_Me_in_This_Moment_That_Im_About_To_Lose_Heart_Nihilore_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01868.mp3,True,encoded,475821
sample_01868,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Support_Me_in_This_Moment_That_Im_About_To_Lose_Heart_Nihilore_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01868.mp3,True,encoded,237933
sample_01872,FAKE,data/raw/Echoes/Echoes/TTA/songgen/The_Adventures_Of_Roderick_Random_Maps_And_Diagrams_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01872.mp3,True,encoded,479277
sample_01872,FAKE,data/raw/Echoes/Echoes/TTA/songgen/The_Adventures_Of_Roderick_Random_Maps_And_Diagrams_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01872.mp3,True,encoded,239661
sample_01878,FAKE,data/raw/Echoes/Echoes/TTA/songgen/The_Secret_Garden_Barbarix_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01878.mp3,True,encoded,479277
sample_01878,FAKE,data/raw/Echoes/Echoes/TTA/songgen/The_Secret_Garden_Barbarix_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01878.mp3,True,encoded,239661
sample_01885,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Ugh_Humans_Can_Join_Mystery_Mammal_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01885.mp3,True,encoded,457965
sample_01885,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Ugh_Humans_Can_Join_Mystery_Mammal_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01885.mp3,True,encoded,229005
sample_01893,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Yurtology_Michett_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01893.mp3,True,encoded,479277
sample_01893,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Yurtology_Michett_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01893.mp3,True,encoded,239661
sample_01902,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Different_Day_First_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01902.mp3,True,encoded,479277
sample_01902,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Different_Day_First_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01902.mp3,True,encoded,239661
sample_01903,FAKE,data/raw/Echoes/Echoes/TTA/songgen/El_Burrito_Malaventura_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01903.mp3,True,encoded,469485
sample_01903,FAKE,data/raw/Echoes/Echoes/TTA/songgen/El_Burrito_Malaventura_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01903.mp3,True,encoded,234765
sample_01908,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Hungry_Oh_Yeah_the_Future_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01908.mp3,True,encoded,479277
sample_01908,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Hungry_Oh_Yeah_the_Future_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01908.mp3,True,encoded,239661
sample_01921,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Motocross_Mania_Monroeville_Music_Center_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01921.mp3,True,encoded,403821
sample_01921,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Motocross_Mania_Monroeville_Music_Center_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01921.mp3,True,encoded,201933
sample_01922,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Music_For_an_Underground_Circu_Ergo_Phizmiz_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01922.mp3,True,encoded,479277
sample_01922,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Music_For_an_Underground_Circu_Ergo_Phizmiz_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01922.mp3,True,encoded,239661
sample_01933,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Production_Bird_Names_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01933.mp3,True,encoded,479277
sample_01933,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Production_Bird_Names_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01933.mp3,True,encoded,239661
sample_01938,FAKE,data/raw/Echoes/Echoes/TTA/songgen/She_Works_Tepid_Waters_Bird_Names_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01938.mp3,True,encoded,388845
sample_01938,FAKE,data/raw/Echoes/Echoes/TTA/songgen/She_Works_Tepid_Waters_Bird_Names_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01938.mp3,True,encoded,194445
sample_01942,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Something_Dirty_Ergo_Phizmiz_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01942.mp3,True,encoded,478701
sample_01942,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Something_Dirty_Ergo_Phizmiz_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01942.mp3,True,encoded,239373
sample_01950,FAKE,data/raw/Echoes/Echoes/TTA/songgen/The_Pursuit_of_Unintentional_Humor_Oh_Yeah_the_Future_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01950.mp3,True,encoded,479277
sample_01950,FAKE,data/raw/Echoes/Echoes/TTA/songgen/The_Pursuit_of_Unintentional_Humor_Oh_Yeah_the_Future_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01950.mp3,True,encoded,239661
sample_01956,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Troubles_Ive_seen_Malaventura_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01956.mp3,True,encoded,479277
sample_01956,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Troubles_Ive_seen_Malaventura_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01956.mp3,True,encoded,239661
sample_01966,FAKE,data/raw/Echoes/Echoes/TTA/songgen/5_Lexington_Isle_of_Pine_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01966.mp3,True,encoded,479277
sample_01966,FAKE,data/raw/Echoes/Echoes/TTA/songgen/5_Lexington_Isle_of_Pine_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01966.mp3,True,encoded,239661
sample_01969,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Attention_Pete_Prodoehl_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01969.mp3,True,encoded,424557
sample_01969,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Attention_Pete_Prodoehl_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01969.mp3,True,encoded,212301
sample_01999,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_01999.mp3,True,encoded,475245
sample_01999,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Head_of_Ancante_Talking_Tree_Akchamel_The_Giver_of_Illness_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_01999.mp3,True,encoded,237645
sample_02008,FAKE,data/raw/Echoes/Echoes/TTA/songgen/I_Inflammator_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02008.mp3,True,encoded,402093
sample_02008,FAKE,data/raw/Echoes/Echoes/TTA/songgen/I_Inflammator_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02008.mp3,True,encoded,201069
sample_02014,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Larbre_Salmo_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02014.mp3,True,encoded,410157
sample_02014,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Larbre_Salmo_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02014.mp3,True,encoded,205101
sample_02015,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Leaving_Here_Mod_Fun_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02015.mp3,True,encoded,479277
sample_02015,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Leaving_Here_Mod_Fun_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02015.mp3,True,encoded,239661
sample_02018,FAKE,data/raw/Echoes/Echoes/TTA/songgen/LIQUID_SKULLS_voyageurs_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02018.mp3,True,encoded,472941
sample_02018,FAKE,data/raw/Echoes/Echoes/TTA/songgen/LIQUID_SKULLS_voyageurs_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02018.mp3,True,encoded,236493
sample_02020,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Love_Dream_The_Zombie_Dandies_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02020.mp3,True,encoded,374445
sample_02020,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Love_Dream_The_Zombie_Dandies_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02020.mp3,True,encoded,187245
sample_02024,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Moja_Krypta_AmortE_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02024.mp3,True,encoded,479277
sample_02024,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Moja_Krypta_AmortE_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02024.mp3,True,encoded,239661
sample_02032,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Puertas_de_Fuego_Guerra_de_Cerdos_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02032.mp3,True,encoded,452205
sample_02032,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Puertas_de_Fuego_Guerra_de_Cerdos_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02032.mp3,True,encoded,226125
sample_02041,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Sfogare_Il_Dissenso_Deiezione_HC_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02041.mp3,True,encoded,479277
sample_02041,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Sfogare_Il_Dissenso_Deiezione_HC_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02041.mp3,True,encoded,239661
sample_02045,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Sonzis_FM_Pipe_Choir_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02045.mp3,True,encoded,433197
sample_02045,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Sonzis_FM_Pipe_Choir_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02045.mp3,True,encoded,216621
sample_02048,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Stuttgart_Portrayal_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02048.mp3,True,encoded,395757
sample_02048,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Stuttgart_Portrayal_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02048.mp3,True,encoded,197901
sample_02050,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Terve_Teille_Чокнутый_Пропеллер_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02050.mp3,True,encoded,479277
sample_02050,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Terve_Teille_Чокнутый_Пропеллер_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02050.mp3,True,encoded,239661
sample_02057,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Untitled_Fatal_Injection_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02057.mp3,True,encoded,444717
sample_02057,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Untitled_Fatal_Injection_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02057.mp3,True,encoded,222381
sample_02064,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Where_Is_Everything_The_Moi_Non_Plus_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02064.mp3,True,encoded,407853
sample_02064,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Where_Is_Everything_The_Moi_Non_Plus_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02064.mp3,True,encoded,203949
sample_02065,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Who_Loves_You_Dear_Mink_Lungs_songgen_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02065.mp3,True,encoded,479277
sample_02065,FAKE,data/raw/Echoes/Echoes/TTA/songgen/Who_Loves_You_Dear_Mink_Lungs_songgen_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02065.mp3,True,encoded,239661
sample_02089,FAKE,data/raw/Echoes/Echoes/TTA/suno/Dance_Harder_Three_Chain_Links_suno_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02089.mp3,True,encoded,4162989
sample_02089,FAKE,data/raw/Echoes/Echoes/TTA/suno/Dance_Harder_Three_Chain_Links_suno_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02089.mp3,True,encoded,2081517
sample_02090,FAKE,data/raw/Echoes/Echoes/TTA/suno/Dance_Harder_Three_Chain_Links_suno_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02090.mp3,True,encoded,4161069
sample_02090,FAKE,data/raw/Echoes/Echoes/TTA/suno/Dance_Harder_Three_Chain_Links_suno_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02090.mp3,True,encoded,2080557
sample_02101,FAKE,data/raw/Echoes/Echoes/TTA/suno/Fuckaboing_RoccoW_suno_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02101.mp3,True,encoded,2752941
sample_02101,FAKE,data/raw/Echoes/Echoes/TTA/suno/Fuckaboing_RoccoW_suno_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02101.mp3,True,encoded,1376493
sample_02102,FAKE,data/raw/Echoes/Echoes/TTA/suno/Fuckaboing_RoccoW_suno_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02102.mp3,True,encoded,1721133
sample_02102,FAKE,data/raw/Echoes/Echoes/TTA/suno/Fuckaboing_RoccoW_suno_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02102.mp3,True,encoded,860589
sample_02117,FAKE,data/raw/Echoes/Echoes/TTA/suno/Night_Owl_Broke_For_Free_suno_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02117.mp3,True,encoded,3170733
sample_02117,FAKE,data/raw/Echoes/Echoes/TTA/suno/Night_Owl_Broke_For_Free_suno_TTA_001.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02117.mp3,True,encoded,1585389
sample_02118,FAKE,data/raw/Echoes/Echoes/TTA/suno/Night_Owl_Broke_For_Free_suno_TTA_002.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02118.mp3,True,encoded,2711469
sample_02118,FAKE,data/raw/Echoes/Echoes/TTA/suno/Night_Owl_Broke_For_Free_suno_TTA_002.mp3,mp3_64,64k,data/processed/mp3_robustness/mp3_64/sample_02118.mp3,True,encoded,1355757
sample_02137,FAKE,data/raw/Echoes/Echoes/TTA/suno/Pista_Afuera_Epstein_suno_TTA_001.mp3,mp3_128,128k,data/processed/mp3_robustness/mp3_128/sample_02137.mp3,True,encoded,2890413
